nsd_title,nsd_doc_modified_ts,ai_current_state_keyed_name,nsd_mime_type,ai_modified_by_id_keyed_name,ai_manufacturer_keyed_name,score,nsd_con_name,ai_team_id,ai_classification,ai_id,ai_native_file_type,ai_native_file,nsd_id,nsd_con_type,nsd_acl_view,ai_config_id,ai_native_file_keyed_name,ai_team_id_keyed_name,ai_change_reason,nsd_url,nsd_url_view,nsd_doc_created_ts,nsd_doc_type,ai_created_by_id_keyed_name,nsd_description,ai_permission_id,nsd_is_latest,ai_major_rev,nsd_acl_preview,nsd_rel_type,ai_viewable_file_type,ai_item_number,ai_owned_by_id_keyed_name,ai_viewable_file_keyed_name,nsd_file_name,nsd_file_size,ai_related_id_keyed_name,nsd_crawl_type,nsd_doc_hash,nsd_content,_version_,ai_viewable_file,nsd_parent_id,nsd_crawl_ts,nsd_name,nsd_version,nsd_is_parent,ai_managed_by_id_keyed_name
104555 Front wheel 4 spokes,2013-05-10T10:12:19Z,Preliminary,,Innovator Admin,,0.9199632,DEMO10,,Component,A17A82D6497C4F348006A2FE4C07EB4A,,,AI-05EF816B23334A63A0B1C65B6BF2E6AF,Aras Innovator,"AI-56A96DA9E981481688563E2D14D5D878,AI-59C3B3567DA441529BB265886514C907,AI-2618D6F5A90949BAA7E920D1B04C7EE1,AI-66022731E81D4040A155F13CD083826A,AI-355934804A6548CC8D320ED4ABBC8C53,AI-389D6E0BBE5045B48756A4BE3CA49314,AI-B32BD81D1AD04207BF1E61E39A4E0E13",05EF816B23334A63A0B1C65B6BF2E6AF,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3AA17A82D6497C4F348006A2FE4C07EB4A,2009-12-22T15:06:35Z,Part,Data Administrator,,5C07EB829D4241F6BB884952960FAF58,true,A,AI-B754B1A4D760411CB5112C4350E036C5,,,104555,Engineering2,,,,,Full,31e1a24255eaaaab2ab641b4d988426b,,1506787191549853697,,,2015-07-15T18:17:13Z,Front wheel 4 spokes,4,false,
D-S1006 Controller Software,2013-05-10T10:11:23Z,Preliminary,,Innovator Admin,,0.9191176,DEMO10,,Software,931C3767845241EFB8C4A1955613E1BB,,,AI-CB053D2B6D1748CD973E1CE29912BEA8,Aras Innovator,"AI-56A96DA9E981481688563E2D14D5D878,AI-DBA5D86402BF43D5976854B8B48FCDD1,AI-59C3B3567DA441529BB265886514C907,AI-2618D6F5A90949BAA7E920D1B04C7EE1,AI-66022731E81D4040A155F13CD083826A,AI-B32BD81D1AD04207BF1E61E39A4E0E13",CB053D2B6D1748CD973E1CE29912BEA8,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A931C3767845241EFB8C4A1955613E1BB,2012-03-20T18:28:19Z,Part,Innovator Admin,Software for 3D Printer controller,5C07EB829D4241F6BB884952960FAF58,true,A,AI-B754B1A4D760411CB5112C4350E036C5,,,D-S1006,Innovator Admin,,,,,Full,31e1a24255eaaaab2ab641b4d988426b,,1506787210283712513,,,2015-07-15T18:17:32Z,Controller Software,2,false,Innovator Admin
204375 Battery 24V 9AH CH,2013-05-10T10:03:01Z,Preliminary,,Innovator Admin,,0.9182736,DEMO10,,Assembly,97125D152FE9463ABCEE28F0E58DBF14,,,AI-69DE148D816346D380109DCED9801DD3,Aras Innovator,"AI-56A96DA9E981481688563E2D14D5D878,AI-59C3B3567DA441529BB265886514C907,AI-2618D6F5A90949BAA7E920D1B04C7EE1,AI-66022731E81D4040A155F13CD083826A,AI-355934804A6548CC8D320ED4ABBC8C53,AI-389D6E0BBE5045B48756A4BE3CA49314,AI-B32BD81D1AD04207BF1E61E39A4E0E13",69DE148D816346D380109DCED9801DD3,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A97125D152FE9463ABCEE28F0E58DBF14,2009-12-10T15:27:10Z,Part,Data Administrator,,5C07EB829D4241F6BB884952960FAF58,true,A,AI-B754B1A4D760411CB5112C4350E036C5,,,204375,Engineering2,,,,,Full,b8fae55a921312820182ea1c752b32b6,,1506787191564533760,,,2015-07-15T18:17:13Z,Battery 24V 9AH CH,3,false,
L-61625-21 Sticker Sheet Racers Mud Hopper White,2012-12-13T19:10:20Z,Preliminary,,Innovator Admin,,0.9174312,DEMO10,,Component,E95F797D4AFB4C82908A495ADF63821A,,,AI-15654EBE7654455B9D1F7739767BFBE9,Aras Innovator,"AI-56A96DA9E981481688563E2D14D5D878,AI-59C3B3567DA441529BB265886514C907,AI-2618D6F5A90949BAA7E920D1B04C7EE1,AI-66022731E81D4040A155F13CD083826A,AI-355934804A6548CC8D320ED4ABBC8C53,AI-389D6E0BBE5045B48756A4BE3CA49314,AI-B32BD81D1AD04207BF1E61E39A4E0E13",15654EBE7654455B9D1F7739767BFBE9,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3AE95F797D4AFB4C82908A495ADF63821A,2010-01-07T17:34:23Z,Part,Data Administrator,,5C07EB829D4241F6BB884952960FAF58,true,A,AI-B754B1A4D760411CB5112C4350E036C5,,,L-61625-21,Engineering2,,,,,Full,31e1a24255eaaaab2ab641b4d988426b,,1506787220303904769,,,2015-07-15T18:17:42Z,Sticker Sheet Racers Mud Hopper White,2,false,
P000000014 ASSEMBLY-TROLLEY,2012-12-13T19:09:32Z,Preliminary,,Innovator Admin,,0.9165903,DEMO10,,Material,8532D567C70A4029921437DA48B8447D,,,AI-0C73DF74791C44788DFC07E6FF4E0BD9,Aras Innovator,"AI-56A96DA9E981481688563E2D14D5D878,AI-59C3B3567DA441529BB265886514C907,AI-2618D6F5A90949BAA7E920D1B04C7EE1,AI-66022731E81D4040A155F13CD083826A,AI-355934804A6548CC8D320ED4ABBC8C53,AI-F802A6FF29494B9F8F0D31469D48C756,AI-B32BD81D1AD04207BF1E61E39A4E0E13",0C73DF74791C44788DFC07E6FF4E0BD9,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A8532D567C70A4029921437DA48B8447D,2009-12-18T08:00:59Z,Part,Demo User,,5C07EB829D4241F6BB884952960FAF58,true,A,AI-B754B1A4D760411CB5112C4350E036C5,,,P000000014,Engineering2,,,,,Full,b5ce9253dac199c0e04f36d26338809d,,1506787220323827712,,,2015-07-15T18:17:42Z,ASSEMBLY-TROLLEY,3,false,
D-31201 StepStruder MK6,2012-03-21T13:10:26Z,Preliminary,,Innovator Admin,,0.9066183,DEMO10,,Assembly,DF51309B7B8C4E16B5F5BE1045D14D28,,,AI-DF51309B7B8C4E16B5F5BE1045D14D28,Aras Innovator,"AI-56A96DA9E981481688563E2D14D5D878,AI-59C3B3567DA441529BB265886514C907,AI-2618D6F5A90949BAA7E920D1B04C7EE1,AI-66022731E81D4040A155F13CD083826A,AI-DBA5D86402BF43D5976854B8B48FCDD1,AI-B32BD81D1AD04207BF1E61E39A4E0E13",DF51309B7B8C4E16B5F5BE1045D14D28,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3ADF51309B7B8C4E16B5F5BE1045D14D28,2012-03-21T13:10:26Z,Part,Innovator Admin,,5C07EB829D4241F6BB884952960FAF58,true,A,AI-B754B1A4D760411CB5112C4350E036C5,,,D-31201,,,,,,Full,31e1a24255eaaaab2ab641b4d988426b,,1506787210281615360,,,2015-07-15T18:17:32Z,StepStruder MK6,1,false,
D-10001 M3 x 16mm socket cap bolt,2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,7B330D85AAAE493B9A9B2D3949BD25AF,,,AI-7B330D85AAAE493B9A9B2D3949BD25AF,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",7B330D85AAAE493B9A9B2D3949BD25AF,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A7B330D85AAAE493B9A9B2D3949BD25AF,2012-03-19T18:52:33Z,Part,Super User,just a socket cap bolt that`s used everywhere in everything.,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10001,,,,,,Full,c9317523fd5c5304a36a25c29673023a,,1506787197650468864,,,2015-07-15T18:17:20Z,M3 x 16mm socket cap bolt,1,false,
D-10002 M3 nut,2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,C68F84F851294A24A1252F562B5642C6,,,AI-C68F84F851294A24A1252F562B5642C6,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",C68F84F851294A24A1252F562B5642C6,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3AC68F84F851294A24A1252F562B5642C6,2012-03-19T18:52:33Z,Part,Super User,M3 nut,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10002,,,,,,Full,61aff2fd02421fcf4c1310872d7ad710,,1506787197651517440,,,2015-07-15T18:17:20Z,M3 nut,1,false,
D-10003 M3 x 10mm socket cap bolt,2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,DDE873F097224B55982B90FE7A914347,,,AI-DDE873F097224B55982B90FE7A914347,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",DDE873F097224B55982B90FE7A914347,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3ADDE873F097224B55982B90FE7A914347,2012-03-19T18:52:33Z,Part,Super User,M3 x 10mm socket cap bolt,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10003,,,,,,Full,5fb164cffafbd208b905f49beb22578c,,1506787197652566016,,,2015-07-15T18:17:20Z,M3 x 10mm socket cap bolt,1,false,
D-10004 M3 x 12mm socket cap bolt,2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,31B26AAF7CC3409CA14062633C804646,,,AI-31B26AAF7CC3409CA14062633C804646,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",31B26AAF7CC3409CA14062633C804646,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A31B26AAF7CC3409CA14062633C804646,2012-03-19T18:52:33Z,Part,Super User,"Metric Class 12.9 Socket Head Cap Screw Alloy Stl, M3 Thread, 12mm Length, 0.50mm Pitch",95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10004,,,,,,Full,037f2bcaa84111f0d3b1f844aaf17a3d,,1506787197653614592,,,2015-07-15T18:17:20Z,M3 x 12mm socket cap bolt,1,false,
D-10005 M3 x 30mm socket cap bolt,2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,6BA96693D15C497992E25A501E99E480,,,AI-6BA96693D15C497992E25A501E99E480,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",6BA96693D15C497992E25A501E99E480,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A6BA96693D15C497992E25A501E99E480,2012-03-19T18:52:33Z,Part,Super User,black oxide metric bolt,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10005,,,,,,Full,03883ef7fa99640bc6656caf4ddb4ebb,,1506787197654663168,,,2015-07-15T18:17:20Z,M3 x 30mm socket cap bolt,1,false,
"D-10006 ""M3 Spacer - 3/4"""" Length""",2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,AC27CF43A7F2418F8A8013F5E4A77A5E,,,AI-AC27CF43A7F2418F8A8013F5E4A77A5E,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",AC27CF43A7F2418F8A8013F5E4A77A5E,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3AAC27CF43A7F2418F8A8013F5E4A77A5E,2012-03-19T18:52:33Z,Part,Super User,"""M3 Spacer - 3/4"""" Length""",95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10006,,,,,,Full,2f6e2728f46579ccd383f84741a43c8b,,1506787197654663169,,,2015-07-15T18:17:20Z,"""M3 Spacer - 3/4"""" Length""",1,false,
"D-10007 ""M3 Spacer - 1/4"""" Length""",2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,57344EEE5ED3494F9D518F9A77B46F71,,,AI-57344EEE5ED3494F9D518F9A77B46F71,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",57344EEE5ED3494F9D518F9A77B46F71,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A57344EEE5ED3494F9D518F9A77B46F71,2012-03-19T18:52:33Z,Part,Super User,spacer perfect for m3 bolts,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10007,,,,,,Full,ea07be6b1a0563424bcf1021f6de6201,,1506787197655711744,,,2015-07-15T18:17:20Z,"""M3 Spacer - 1/4"""" Length""",1,false,
"D-10008 ""M3 Spacer - 1/8"""" Length""",2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,512E8B00C6F04EAF90AC9CDE0668C148,,,AI-512E8B00C6F04EAF90AC9CDE0668C148,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",512E8B00C6F04EAF90AC9CDE0668C148,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A512E8B00C6F04EAF90AC9CDE0668C148,2012-03-19T18:52:33Z,Part,Super User,"""M3 Spacer - 1/8"""" Length""",95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10008,,,,,,Full,d55004c6271888478a31fd2cca40743c,,1506787197656760320,,,2015-07-15T18:17:20Z,"""M3 Spacer - 1/8"""" Length""",1,false,
D-10009 M4 nut,2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,9E08D1B56C4B4D96A3FE5A0291297920,,,AI-9E08D1B56C4B4D96A3FE5A0291297920,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",9E08D1B56C4B4D96A3FE5A0291297920,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A9E08D1B56C4B4D96A3FE5A0291297920,2012-03-19T18:52:33Z,Part,Super User,M4 nut,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10009,,,,,,Full,c078bcedacde624fddce6107e8d6bd3a,,1506787197657808896,,,2015-07-15T18:17:20Z,M4 nut,1,false,
D-10010 M4 x 25mm socket cap bolt,2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,6C78B544CF9D41E2B1832EB7F830ED73,,,AI-6C78B544CF9D41E2B1832EB7F830ED73,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",6C78B544CF9D41E2B1832EB7F830ED73,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A6C78B544CF9D41E2B1832EB7F830ED73,2012-03-19T18:52:33Z,Part,Super User,M4 x 25mm socket cap bolt,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10010,,,,,,Full,1e4084074c9aa5fb4d5dc7e4244cd3f7,,1506787197657808897,,,2015-07-15T18:17:20Z,M4 x 25mm socket cap bolt,1,false,
